#	3	21062019
# IP CIDR	IP range	CtryWhoCode	ASN	Uncert	Latitude	Longitude	WhoCntry	Org
# Begin IPv6 private address space
2001:4c98::/32	2001:4c98::-2001:4c98:ffff:ffff:ffff:ffff:ffff:ffff	0x39001fd9	35062	70.0	51.719050	8.754390	de	Teamnet GmbH
2001:4ca0::/48	2001:4ca0::-2001:4ca0:0:ffff:ffff:ffff:ffff:ffff	0x390012ee	12816	70.0	48.248960	11.651010	de	Leibniz-Rechenzentrum
2001:4cb0::/34	2001:4cb0::-2001:4cb0:3fff:ffff:ffff:ffff:ffff:ffff	0x4d002195	29009	70.0	51.475660	0.325210	gb	UK Broadband
2001:4cb8::/48	2001:4cb8::-2001:4cb8:0:ffff:ffff:ffff:ffff:ffff	0xa4001d6d	28878	70.0	52.374030	4.889690	nl	Signet B.V.
2001:4cc0::/32	2001:4cc0::-2001:4cc0:ffff:ffff:ffff:ffff:ffff:ffff	0xb6000738	8426	70.0	41.266340	-8.628440	pt	Claranet Portugal S.A
2001:4cc8::/32	2001:4cc8::-2001:4cc8:ffff:ffff:ffff:ffff:ffff:ffff	0x38001c12	31246	70.0	49.195220	16.607960	cz	SMART Comp. a.s.
2001:4cd0::/48	2001:4cd0::-2001:4cd0:0:ffff:ffff:ffff:ffff:ffff	0x670002ff	8551	70.0	31.719214	35.097628	il	BEZEQINT-IPV6
2001:4cd8::/32	2001:4cd8::-2001:4cd8:ffff:ffff:ffff:ffff:ffff:ffff	0x390015cb	8319	70.0	50.551620	9.675180	de	NETHINKS GmbH
2001:4ce0::/48	2001:4ce0::-2001:4ce0:0:ffff:ffff:ffff:ffff:ffff	0x3900051d	25058	70.0	47.733670	9.116470	de	CMO Internet Dienstleistungen GmbH
2001:4d00::/48	2001:4d00::-2001:4d00:0:ffff:ffff:ffff:ffff:ffff	0x0900009d	8226	70.0	40.181110	44.513610	am	AM-NIC
2001:4d0::/32	2001:4d0::-2001:4d0:ffff:ffff:ffff:ffff:ffff:ffff	0xe9001664	0	70.0	34.683870	-86.647640	us	National Aeronautics and Space Administration
2001:4d08::/32	2001:4d08::-2001:4d08:ffff:ffff:ffff:ffff:ffff:ffff	0x39000f0d	34088	70.0	50.933330	6.950000	de	Host Europe GmbH
2001:4d10::/32	2001:4d10::-2001:4d10:ffff:ffff:ffff:ffff:ffff:ffff	0x430001cb	16030	70.0	41.724980	1.826560	es	Alta Tecnologia en Comunicacions
2001:4d18::/48	2001:4d18::-2001:4d18:0:ffff:ffff:ffff:ffff:ffff	0xbb001f5d	39543	70.0	44.432250	26.106260	ro	TENNET TELECOM
2001:4d20::/32	2001:4d20::-2001:4d20:ffff:ffff:ffff:ffff:ffff:ffff	0x390013c2	8569	70.0	51.221720	6.776160	de	METRO-nom GmbH
2001:4d30::/32	2001:4d30::-2001:4d30:ffff:ffff:ffff:ffff:ffff:ffff	0x4d001dde	5555	70.0	51.508530	-0.125740	gb	Sohonet Limited
2001:4d38::/32	2001:4d38::-2001:4d38:ffff:ffff:ffff:ffff:ffff:ffff	0x6e000a8d	12850	70.0	45.464270	9.189510	it	ENTER S.r.l.
2001:4d40::/29	2001:4d40::-2001:4d47:ffff:ffff:ffff:ffff:ffff:ffff	0xa40025c1	13237	70.0	52.374030	4.889690	nl	euNetworks GmbH
2001:4d48::/29	2001:4d48::-2001:4d4f:ffff:ffff:ffff:ffff:ffff:ffff	0x4d000a8a	8468	70.0	52.805210	-2.116360	gb	ENTANET International Limited
2001:4d50::/48	2001:4d50::-2001:4d50:0:ffff:ffff:ffff:ffff:ffff	0x39001013	34309	70.0	50.115520	8.684170	de	IP Routing via link11.de
2001:4d60::/48	2001:4d60::-2001:4d60:0:ffff:ffff:ffff:ffff:ffff	0xa4002387	1126	70.0	52.374030	4.889690	nl	Vancis C&MS B.V.
2001:4d68::/48	2001:4d68::-2001:4d68:0:ffff:ffff:ffff:ffff:ffff	0x66000f59	25441	70.0	53.343990	-6.267190	ie	IBIS-PA-NET
2001:4d70::/32	2001:4d70::-2001:4d70:ffff:ffff:ffff:ffff:ffff:ffff	0x19001f9a	201210	70.0	41.400000	23.216670	bg	TRIGONON DATA SERVICES LTD
2001:4d78::/32	2001:4d78::-2001:4d78:ffff:ffff:ffff:ffff:ffff:ffff	0x4d001f33	15830	70.0	51.508530	-0.125740	gb	TELECITYGROUP INTERNATIONAL LIMITED
2001:4d80::/59	2001:4d80::-2001:4d80:0:1f:ffff:ffff:ffff:ffff	0xbb000d6b	5588	70.0	44.432250	26.106260	ro	GTS Telecom ROMANIA
2001:4d88::/48	2001:4d88::-2001:4d88:0:ffff:ffff:ffff:ffff:ffff	0x3900260b	31333	70.0	50.933330	6.950000	de	vollmar.net ipv6
2001:4d98::/33	2001:4d98::-2001:4d98:7fff:ffff:ffff:ffff:ffff:ffff	0x2c001ed2	3303	70.0	46.948090	7.447440	ch	Swisscom DCR
2001:4da8::/32	2001:4da8::-2001:4da8:ffff:ffff:ffff:ffff:ffff:ffff	0xa50011b2	28824	70.0	58.970050	5.733320	no	Jakob Hatteland Solutions AS
2001:4db0::/40	2001:4db0::-2001:4db0:ff:ffff:ffff:ffff:ffff:ffff	0x4d001577	35028	70.0	53.617660	-2.155200	gb	Multiplay IPv6 London
2001:4db8::/32	2001:4db8::-2001:4db8:ffff:ffff:ffff:ffff:ffff:ffff	0xc30016a9	35706	70.0	56.877670	14.809060	se	Net at Once Sweden AB
2001:4dc0::/32	2001:4dc0::-2001:4dc0:ffff:ffff:ffff:ffff:ffff:ffff	0x4d001816	6067	70.0	51.522790	-0.719860	gb	Onyx Internet Ltd
2001:4dc8::/48	2001:4dc8::-2001:4dc8:0:ffff:ffff:ffff:ffff:ffff	0x39001f7b	16316	70.0	48.782320	9.177020	de	TMT GmbH & Co. KG
2001:4dd0::/48	2001:4dd0::-2001:4dd0:0:ffff:ffff:ffff:ffff:ffff	0x390016b1	8422	70.0	50.933330	6.950000	de	NetCologne GmbH
2001:4dd8::/32	2001:4dd8::-2001:4dd8:ffff:ffff:ffff:ffff:ffff:ffff	0xa5000442	13069	70.0	59.912730	10.746090	no	Broadnet AS
2001:4de0::/32	2001:4de0::-2001:4de0:ffff:ffff:ffff:ffff:ffff:ffff	0xa4000b7b	12989	70.0	52.631670	4.748610	nl	Eweka Internet Services B.V.
2001:4de8::/32	2001:4de8::-2001:4de8:ffff:ffff:ffff:ffff:ffff:ffff	0x380009d0	29208	70.0	50.088040	14.420760	cz	Dial Telecom
2001:4df0::/29	2001:4df0::-2001:4df7:ffff:ffff:ffff:ffff:ffff:ffff	0x67000697	0	70.0	31.719214	35.097628	il	Cellcom Fixed Line Communication L.P.
2001:4e0::/32	2001:4e0::-2001:4e0:ffff:ffff:ffff:ffff:ffff:ffff	0xe9002500	0	70.0	43.073050	-89.401230	us	WiscNet
2001:4e8::/32	2001:4e8::-2001:4e8:ffff:ffff:ffff:ffff:ffff:ffff	0x27001d50	0	70.0	51.050110	-114.085290	ca	Shaw Communications Inc.
2001:4f0::/32	2001:4f0::-2001:4f0:ffff:ffff:ffff:ffff:ffff:ffff	0xe9001786	22654	70.0	37.774930	-122.419420	us	Novani
2001:4f8::/32	2001:4f8::-2001:4f8:ffff:ffff:ffff:ffff:ffff:ffff	0x20001131	0	70.0	-23.547500	-46.636110	br	Internet Systems Consortium
2001:5000::/48	2001:5000::-2001:5000:0:ffff:ffff:ffff:ffff:ffff	0x4d002403	1273	70.0	51.508530	-0.125740	gb	Vodafone Enterprise U.K.
2001:500:100::/45	2001:500:100::-2001:500:109:ffff:ffff:ffff:ffff:ffff	0x27000168	21775	70.0	43.700110	-79.416300	ca	Afilias Canada
2001:500:10::/48	2001:500:10::-2001:500:10:ffff:ffff:ffff:ffff:ffff	0xb4000d8d	0	70.0	18.466330	-66.105720	pr	Gauss Research Laboratory
2001:500:108::/47	2001:500:100::-2001:500:109:ffff:ffff:ffff:ffff:ffff	0x27000168	21775	-1.0	666.000000	666.000000	ca	Afilias Canada
2001:500:110::/48	2001:500:110::-2001:500:110:ffff:ffff:ffff:ffff:ffff	0xe90000ca	10745	70.0	38.840390	-77.428880	us	ARIN Operations
2001:500:11::/48	2001:500:11::-2001:500:11:ffff:ffff:ffff:ffff:ffff	0xe9000f65	0	70.0	34.052230	-118.243680	us	ICANN
2001:500:120::/43	2001:500:120::-2001:500:13f:ffff:ffff:ffff:ffff:ffff	0xe90023ad	36620	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:500:1::/48	2001:500:1::-2001:500:1:ffff:ffff:ffff:ffff:ffff	0xe900217a	13	70.0	39.003170	-76.971920	us	U.S. Army Research Laboratory
2001:500:16::/47	2001:500:16::-2001:500:2c:ffff:ffff:ffff:ffff:ffff	0xe9000167	0	70.0	40.178440	-75.128510	us	Afilias
2001:500:18::/45	2001:500:16::-2001:500:2c:ffff:ffff:ffff:ffff:ffff	0xe9000167	0	-1.0	666.000000	666.000000	us	Afilias
2001:500:200::/44	2001:500:200::-2001:500:20f:ffff:ffff:ffff:ffff:ffff	0xe900101c	394353	70.0	33.980290	-118.451740	us	IPC Computing Services
2001:500:20::/45	2001:500:16::-2001:500:2c:ffff:ffff:ffff:ffff:ffff	0xe9000167	0	-1.0	666.000000	666.000000	us	Afilias
2001:500:28::/46	2001:500:16::-2001:500:2c:ffff:ffff:ffff:ffff:ffff	0xe9000167	0	-1.0	666.000000	666.000000	us	Afilias
2001:500:2c::/48	2001:500:16::-2001:500:2c:ffff:ffff:ffff:ffff:ffff	0xe9000167	0	-1.0	666.000000	666.000000	us	Afilias
2001:500:2d::/48	2001:500:2d::-2001:500:2d:ffff:ffff:ffff:ffff:ffff	0xe90022b1	10886	70.0	38.980670	-76.936920	us	University of Maryland
2001:500:30ff::/48	2001:500:30ff::-2001:500:30ff:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:500:3682::/48	2001:500:3682::-2001:500:3682:ffff:ffff:ffff:ffff:ffff	0xe900170a	0	70.0	39.006220	-77.428600	us	NeuStar
2001:500:3e5::/48	2001:500:3e5::-2001:500:3e5:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:500:40::/44	2001:500:40::-2001:500:4f:ffff:ffff:ffff:ffff:ffff	0xe9000167	0	70.0	40.178440	-75.128510	us	Afilias
2001:500:4431::/48	2001:500:4431::-2001:500:4431:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:500:60::/48	2001:500:60::-2001:500:60:ffff:ffff:ffff:ffff:ffff	0xa4001131	30132	70.0	52.374030	4.889690	nl	Internet Systems Consortium
2001:500:6::/47	2001:500:6::-2001:500:f:ffff:ffff:ffff:ffff:ffff	0xe9000167	0	70.0	40.178440	-75.128510	us	Afilias
2001:500:7967::/48	2001:500:7967::-2001:500:7967:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:500:80::/46	2001:500:80::-2001:500:83:ffff:ffff:ffff:ffff:ffff	0x270004fd	27299	70.0	45.411170	-75.698120	ca	CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet
2001:500:84::/48	2001:500:84::-2001:500:84:ffff:ffff:ffff:ffff:ffff	0xe900101c	0	70.0	33.980290	-118.451740	us	IPC Computing Services
2001:500:8::/45	2001:500:6::-2001:500:f:ffff:ffff:ffff:ffff:ffff	0xe9000167	0	-1.0	666.000000	666.000000	us	Afilias
2001:500:856e::/48	2001:500:856e::-2001:500:856e:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:500:8c::/46	2001:500:8c::-2001:500:8f:ffff:ffff:ffff:ffff:ffff	0xe9000f65	0	70.0	34.052230	-118.243680	us	ICANN
2001:500:a0::/46	2001:500:a0::-2001:500:a3:ffff:ffff:ffff:ffff:ffff	0xe9000167	12041	70.0	40.178440	-75.128510	us	Afilias
2001:500:a8::/48	2001:500:a8::-2001:500:a8:ffff:ffff:ffff:ffff:ffff	0xe9001597	21556	70.0	37.386050	-122.083850	us	NASA Ames Research Center
2001:500:c0::/43	2001:500:c0::-2001:500:df:ffff:ffff:ffff:ffff:ffff	0xe9000167	12041	70.0	40.178440	-75.128510	us	Afilias
2001:500:d937::/48	2001:500:d937::-2001:500:d937:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:500:ed30::/48	2001:500:ed30::-2001:500:ed30:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:500:f0::/48	2001:500:f0::-2001:500:f0:ffff:ffff:ffff:ffff:ffff	0xe90000ca	53535	70.0	38.840390	-77.428880	us	ARIN Operations
2001:500:f1::/48	2001:500:f1::-2001:500:f1:ffff:ffff:ffff:ffff:ffff	0xa4000167	0	70.0	52.374030	4.889690	nl	Afilias
2001:501:8a29::/48	2001:501:8a29::-2001:501:8a29:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:501:973c::/48	2001:501:973c::-2001:501:973c:ffff:ffff:ffff:ffff:ffff	0xe900170a	0	70.0	39.006220	-77.428600	us	NeuStar
2001:501:b1f9::/48	2001:501:b1f9::-2001:501:b1f9:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:502:100e::/48	2001:502:100e::-2001:502:100e:ffff:ffff:ffff:ffff:ffff	0xe900220a	0	70.0	39.006220	-77.428600	us	UltraDNS Corporation
2001:502:1ca1::/48	2001:502:1ca1::-2001:502:1ca1:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:502:2eda::/48	2001:502:2eda::-2001:502:2eda:ffff:ffff:ffff:ffff:ffff	0xe900220a	0	70.0	39.006220	-77.428600	us	UltraDNS Corporation
2001:502:4612::/48	2001:502:4612::-2001:502:4612:ffff:ffff:ffff:ffff:ffff	0xe900220a	0	70.0	39.006220	-77.428600	us	UltraDNS Corporation
2001:502:63bd::/48	2001:502:63bd::-2001:502:63bd:ffff:ffff:ffff:ffff:ffff	0xe900170a	0	70.0	39.006220	-77.428600	us	NeuStar
2001:502:7094::/48	2001:502:7094::-2001:502:7094:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:502:7a71::/48	2001:502:7a71::-2001:502:7a71:ffff:ffff:ffff:ffff:ffff	0xe900220a	0	70.0	39.006220	-77.428600	us	UltraDNS Corporation
2001:502:8c25::/48	2001:502:8c25::-2001:502:8c25:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:502:8cc::/48	2001:502:8cc::-2001:502:8cc:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:502:ad09::/48	2001:502:ad09::-2001:502:ad09:ffff:ffff:ffff:ffff:ffff	0xe900220a	0	70.0	39.006220	-77.428600	us	UltraDNS Corporation
2001:502:be98::/48	2001:502:be98::-2001:502:be98:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:502:cbe4::/48	2001:502:cbe4::-2001:502:cbe4:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:502:cfb5::/48	2001:502:cfb5::-2001:502:cfb5:ffff:ffff:ffff:ffff:ffff	0xe900220a	0	70.0	39.006220	-77.428600	us	UltraDNS Corporation
2001:502:d399::/48	2001:502:d399::-2001:502:d399:ffff:ffff:ffff:ffff:ffff	0xe900220a	0	70.0	39.006220	-77.428600	us	UltraDNS Corporation
2001:502:f3ff::/48	2001:502:f3ff::-2001:502:f3ff:ffff:ffff:ffff:ffff:ffff	0xe900220a	0	70.0	39.006220	-77.428600	us	UltraDNS Corporation
2001:503:231d::/48	2001:503:231d::-2001:503:231d:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:3227::/48	2001:503:3227::-2001:503:3227:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:39c1::/48	2001:503:39c1::-2001:503:39c1:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:4872::/48	2001:503:4872::-2001:503:4872:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:5419::/48	2001:503:5419::-2001:503:5419:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:5ae2::/48	2001:503:5ae2::-2001:503:5ae2:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:6810::/48	2001:503:6810::-2001:503:6810:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:7bbb::/48	2001:503:7bbb::-2001:503:7bbb:ffff:ffff:ffff:ffff:ffff	0xe900170a	0	70.0	39.006220	-77.428600	us	NeuStar
2001:503:7bbf::/48	2001:503:7bbf::-2001:503:7bbf:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:8028::/48	2001:503:8028::-2001:503:8028:ffff:ffff:ffff:ffff:ffff	0xe900170a	0	70.0	39.006220	-77.428600	us	NeuStar
2001:503:83eb::/48	2001:503:83eb::-2001:503:83eb:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:91ef::/48	2001:503:91ef::-2001:503:91ef:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:a124::/48	2001:503:a124::-2001:503:a124:ffff:ffff:ffff:ffff:ffff	0xe900170a	0	70.0	39.006220	-77.428600	us	NeuStar
2001:503:a83e::/48	2001:503:a83e::-2001:503:a83e:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:ba3e::/48	2001:503:ba3e::-2001:503:ba3e:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:bfb0::/48	2001:503:bfb0::-2001:503:bfb0:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:c27::/48	2001:503:c27::-2001:503:c27:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:c779::/48	2001:503:c779::-2001:503:c779:ffff:ffff:ffff:ffff:ffff	0xe900170a	0	70.0	39.006220	-77.428600	us	NeuStar
2001:503:cc2c::/48	2001:503:cc2c::-2001:503:cc2c:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:d1ae::/48	2001:503:d1ae::-2001:503:d1ae:ffff:ffff:ffff:ffff:ffff	0xe900170a	0	70.0	39.006220	-77.428600	us	NeuStar
2001:503:d2d::/48	2001:503:d2d::-2001:503:d2d:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:d414::/48	2001:503:d414::-2001:503:d414:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:e239::/48	2001:503:e239::-2001:503:e239:ffff:ffff:ffff:ffff:ffff	0xe900170a	0	70.0	39.006220	-77.428600	us	NeuStar
2001:503:e8ef::/48	2001:503:e8ef::-2001:503:e8ef:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:eea3::/48	2001:503:eea3::-2001:503:eea3:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:f189::/48	2001:503:f189::-2001:503:f189:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:f261::/48	2001:503:f261::-2001:503:f261:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:f3da::/48	2001:503:f3da::-2001:503:f3da:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:503:ff39::/48	2001:503:ff39::-2001:503:ff39:ffff:ffff:ffff:ffff:ffff	0xe90023ad	0	70.0	38.968720	-77.341100	us	VeriSign Global Registry Services
2001:504:15::/48	2001:504:15::-2001:504:15:ffff:ffff:ffff:ffff:ffff	0x27002155	0	70.0	43.700110	-79.416300	ca	Trutel Inc.
2001:504:16::/48	2001:504:16::-2001:504:16:ffff:ffff:ffff:ffff:ffff	0xe9001cf4	0	70.0	47.606210	-122.332070	us	Seattle Internet Exchange
2001:504:19::/48	2001:504:19::-2001:504:19:ffff:ffff:ffff:ffff:ffff	0x27000776	0	70.0	49.249660	-123.119340	ca	Cogeco Peer 1
2001:504:1b::/48	2001:504:1b::-2001:504:1b:ffff:ffff:ffff:ffff:ffff	0xe9001217	40542	70.0	39.099730	-94.578570	us	Kansas City Internet eXchange
2001:504:1d::/48	2001:504:1d::-2001:504:1d:ffff:ffff:ffff:ffff:ffff	0xb400089a	23114	70.0	18.466330	-66.105720	pr	Critical Hub Networks
2001:504:20::/46	2001:504:20::-2001:504:23:ffff:ffff:ffff:ffff:ffff	0xe9000f8a	22873	70.0	42.886450	-78.878370	us	IIX Corp.
2001:504:25::/48	2001:504:25::-2001:504:25:ffff:ffff:ffff:ffff:ffff	0x27001d4c	21640	70.0	45.411170	-75.698120	ca	Shared Services Canada
2001:504:27::/48	2001:504:27::-2001:504:27:ffff:ffff:ffff:ffff:ffff	0xe9001509	53679	70.0	44.979970	-93.263840	us	Midwest Internet Cooperative Exchange LLC
2001:504:2c::/48	2001:504:2c::-2001:504:2c:ffff:ffff:ffff:ffff:ffff	0x270024f6	55073	70.0	49.884400	-97.147040	ca	Winnipeg Internet Exchange
2001:504:2e::/48	2001:504:2e::-2001:504:2e:ffff:ffff:ffff:ffff:ffff	0xe9000ea2	10578	70.0	42.375100	-71.105610	us	Harvard University
2001:504:2f::/48	2001:504:2f::-2001:504:2f:ffff:ffff:ffff:ffff:ffff	0x27002553	53339	70.0	51.050110	-114.085290	ca	YYCIX
2001:504:30::/48	2001:504:30::-2001:504:30:ffff:ffff:ffff:ffff:ffff	0xe9001cb5	0	70.0	37.774930	-122.419420	us	San Francisco Metropolitan Internet Exchange
2001:504:33::/48	2001:504:33::-2001:504:33:ffff:ffff:ffff:ffff:ffff	0xe9001459	0	70.0	41.258610	-95.937790	us	Mankato Networks LLC
2001:504:35::/48	2001:504:35::-2001:504:35:ffff:ffff:ffff:ffff:ffff	0x4e001640	0	70.0	12.056440	-61.748490	gd	NTRC-Grenada
2001:504:36::/48	2001:504:36::-2001:504:36:ffff:ffff:ffff:ffff:ffff	0xe90008ee	63034	70.0	40.714270	-74.005970	us	DE-CIX North America Inc.
2001:504:37::/48	2001:504:37::-2001:504:37:ffff:ffff:ffff:ffff:ffff	0x27000273	13770	70.0	44.645330	-63.572390	ca	Atlantic IXPs Inc.
2001:504:38::/48	2001:504:38::-2001:504:38:ffff:ffff:ffff:ffff:ffff	0xe90000a8	62981	70.0	41.850030	-87.650050	us	AMS-IX US Inc.
2001:504:39::/48	2001:504:39::-2001:504:39:ffff:ffff:ffff:ffff:ffff	0x27002310	64234	70.0	49.249660	-123.119340	ca	VANIX
2001:504:3a::/48	2001:504:3a::-2001:504:3a:ffff:ffff:ffff:ffff:ffff	0xe9001e3a	11742	70.0	39.836650	-105.037200	us	SpotXchange
2001:504:3e::/48	2001:504:3e::-2001:504:3e:ffff:ffff:ffff:ffff:ffff	0x700017e8	0	70.0	17.997020	-76.793580	jm	Office of Utilities Regulation
2001:504:3f::/48	2001:504:3f::-2001:504:3f:ffff:ffff:ffff:ffff:ffff	0xe9001fbc	0	70.0	39.529630	-119.813800	us	Tahoe Internet Exchange
2001:504:42::/48	2001:504:42::-2001:504:42:ffff:ffff:ffff:ffff:ffff	0x2700074c	0	70.0	43.233410	-79.949640	ca	Clearcable Network Services
2001:504:43::/48	2001:504:43::-2001:504:43:ffff:ffff:ffff:ffff:ffff	0xe9000516	63292	70.0	35.227090	-80.843130	us	CLTIIX
2001:504:46::/48	2001:504:46::-2001:504:46:ffff:ffff:ffff:ffff:ffff	0x27002548	0	70.0	53.550140	-113.468710	ca	YEGIX Internet Exchange Community Ltd.
2001:504:47::/48	2001:504:47::-2001:504:47:ffff:ffff:ffff:ffff:ffff	0xe9002104	0	70.0	42.358430	-71.059770	us	TowardEX Technologies International
2001:504::/48	2001:504::-2001:504:0:ffff:ffff:ffff:ffff:ffff	0xe9000b5c	0	70.0	37.339390	-121.894960	us	Equinix
2001:504:57::/48	2001:504:57::-2001:504:57:ffff:ffff:ffff:ffff:ffff	0xe90025b3	0	70.0	35.600950	-82.554020	us	eLIT Exchange
2001:504:60::/48	2001:504:60::-2001:504:60:ffff:ffff:ffff:ffff:ffff	0xe9001e12	0	70.0	37.104150	-113.584120	us	Southern Utah Peering Regional Network
2001:504:63::/48	2001:504:63::-2001:504:63:ffff:ffff:ffff:ffff:ffff	0x3c0008de	11139	70.0	15.301740	-61.388080	dm	DANIX
2001:504:64::/48	2001:504:64::-2001:504:64:ffff:ffff:ffff:ffff:ffff	0xe90017ab	0	70.0	40.093120	-83.017960	us	OHIO IX
2001:504:69::/48	2001:504:69::-2001:504:69:ffff:ffff:ffff:ffff:ffff	0x27001cd0	396029	70.0	52.116790	-106.634520	ca	Saskatoon Internet Exchange Inc
2001:504:70::/48	2001:504:70::-2001:504:70:ffff:ffff:ffff:ffff:ffff	0xe9001748	5118	70.0	33.448380	-112.074040	us	Ninja-IX Corporation
2001:504:73::/48	2001:504:73::-2001:504:73:ffff:ffff:ffff:ffff:ffff	0x270004fd	396501	70.0	45.411170	-75.698120	ca	CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet
2001:504:74::/48	2001:504:74::-2001:504:74:ffff:ffff:ffff:ffff:ffff	0xe9001748	5118	70.0	33.448380	-112.074040	us	Ninja-IX Corporation
2001:504:80::/44	2001:504:80::-2001:504:8f:ffff:ffff:ffff:ffff:ffff	0xe9000ec8	395401	70.0	64.047780	-145.718610	us	Heritage NetWorks
2001:504:a::/48	2001:504:a::-2001:504:a:ffff:ffff:ffff:ffff:ffff	0xe9001f40	0	70.0	34.052230	-118.243680	us	TELEHOUSE International Corp. of America
2001:506:1000::/36	2001:506:1000::-2001:506:1fff:ffff:ffff:ffff:ffff:ffff	0xe90000ea	0	70.0	28.758880	-81.317840	us	AT&T Global Network Services
2001:506:100::/48	2001:506:100::-2001:506:100:ffff:ffff:ffff:ffff:ffff	0xe90006c6	0	70.0	39.617210	-104.950810	us	Charter Communications
